order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
9082439090,45140424,11-05-2024 05:52,11-05-2024 06:09,11-05-2024 06:13,On Time,2422.99,Wallet,21657,6373151743
1629594189,90277822,17-12-2023 22:37,17-12-2023 22:55,17-12-2023 22:59,On Time,691.18,Wallet,28121,4662309439
6638920224,99046933,16-11-2023 23:41,16-11-2023 23:52,16-11-2023 23:56,On Time,2971.89,Card,39336,1447804180
5494807528,62841373,23-12-2024 05:12,23-12-2024 05:24,23-12-2024 05:20,On Time,473.97,Cash,52273,8195854188
1349549265,23751407,22-12-2023 00:17,22-12-2023 00:35,22-12-2023 00:40,On Time,5895.39,Card,34616,7118697558
265003810,82286601,01-02-2024 09:12,01-02-2024 09:26,01-02-2024 09:29,On Time,1876.29,UPI,69547,6019292088
8854857477,93021648,12-03-2023 21:52,12-03-2023 22:12,12-03-2023 22:15,On Time,1598.55,Cash,30918,504698982
9998879377,73668158,12-03-2024 23:58,13-03-2024 00:12,13-03-2024 00:09,On Time,3491.33,Cash,68054,2551583767
3706752051,53140528,19-07-2024 08:36,19-07-2024 08:53,19-07-2024 08:50,On Time,2622.38,UPI,66907,1182265372
8085204377,12341639,14-11-2024 09:17,14-11-2024 09:34,14-11-2024 09:41,Slightly Delayed,2356.32,Card,17010,1060545874
7857906874,5204770,11-09-2024 10:48,11-09-2024 11:01,11-09-2024 11:03,On Time,1678.67,UPI,41250,2483162992
5462031676,61897399,01-10-2024 19:01,01-10-2024 19:14,01-10-2024 19:27,Slightly Delayed,3259.43,Wallet,68209,3597672422
2951952172,24266983,02-05-2023 01:59,02-05-2023 02:09,02-05-2023 02:11,On Time,296.29,UPI,43309,6548609195
1825781591,19298107,03-10-2024 02:29,03-10-2024 02:45,03-10-2024 02:46,On Time,1032.22,Cash,56182,2242855165
9397972454,33750145,29-04-2023 08:35,29-04-2023 08:55,29-04-2023 08:57,On Time,3088.78,Cash,94181,9185073467
9702457758,72768956,26-03-2024 09:25,26-03-2024 09:40,26-03-2024 09:40,On Time,1764.97,Card,57133,9105391215
7089896633,50357565,18-04-2023 23:46,19-04-2023 00:04,19-04-2023 00:22,Significantly Delayed,2736.56,UPI,46033,5209615704
918004209,75451404,25-05-2024 03:32,25-05-2024 03:42,25-05-2024 03:44,On Time,1408.46,Wallet,71855,740123933
1119889840,86348500,16-10-2024 12:07,16-10-2024 12:17,16-10-2024 12:22,On Time,174.67,Wallet,52402,8850052049
3410875329,66029536,03-01-2024 08:50,03-01-2024 09:08,03-01-2024 09:27,Significantly Delayed,3280.43,Cash,82985,7957336485
5394467786,88275974,29-07-2024 09:00,29-07-2024 09:12,29-07-2024 09:15,On Time,3762.76,UPI,92024,4037588714
9579167339,84755329,05-02-2024 14:57,05-02-2024 15:08,05-02-2024 15:32,Significantly Delayed,2462.76,UPI,50844,2769357117
503286355,97273821,02-02-2024 05:26,02-02-2024 05:43,02-02-2024 05:53,Slightly Delayed,288.98,Wallet,68242,202170738
5311053590,13996849,26-10-2024 13:33,26-10-2024 13:47,26-10-2024 13:42,On Time,3280.07,Card,65354,1718082375
1514421381,47131537,20-07-2024 06:05,20-07-2024 06:15,20-07-2024 06:14,On Time,3896.93,UPI,89322,1388956015
9919150241,70720562,29-06-2024 09:00,29-06-2024 09:13,29-06-2024 09:10,On Time,4081.17,Card,76398,314944336
9668832975,70786721,12-09-2024 11:44,12-09-2024 12:00,12-09-2024 12:01,On Time,2116.9,Wallet,85496,1761268131
7523163455,90940541,24-07-2023 20:32,24-07-2023 20:51,24-07-2023 20:54,On Time,3108.63,Card,98449,9129863036
5409534100,71630357,20-04-2024 14:43,20-04-2024 15:02,20-04-2024 15:17,Slightly Delayed,967.07,Wallet,40367,5823360734
4327177894,47663234,10-07-2024 02:16,10-07-2024 02:27,10-07-2024 02:38,Slightly Delayed,2198.31,UPI,96860,1143173431
8460969450,94808365,19-03-2024 18:14,19-03-2024 18:27,19-03-2024 18:24,On Time,2567.54,Card,30861,1354146782
7677499926,5888235,28-09-2024 14:47,28-09-2024 15:01,28-09-2024 14:59,On Time,3537.59,UPI,94443,4831410795
5516129272,2246726,02-02-2023 08:00,02-02-2023 08:17,02-02-2023 08:15,On Time,3735.81,Card,40960,6764660776
8637421480,19526790,02-12-2023 17:31,02-12-2023 17:45,02-12-2023 17:42,On Time,2605.41,Card,60541,902310091
3278152191,33345218,31-05-2023 03:43,31-05-2023 03:54,31-05-2023 03:55,On Time,2697.11,Wallet,47206,4179446781
4713780838,29007428,05-10-2023 18:29,05-10-2023 18:39,05-10-2023 18:37,On Time,4235.06,UPI,41873,7414076676
1440657146,76058061,07-08-2024 16:01,07-08-2024 16:11,07-08-2024 16:12,On Time,2079.92,Cash,4522,5311865572
1369805903,97688152,27-06-2023 00:10,27-06-2023 00:22,27-06-2023 00:20,On Time,1794.81,Cash,88680,2471873594
2053315042,37787603,06-11-2024 20:07,06-11-2024 20:21,06-11-2024 20:40,Significantly Delayed,2913.44,Card,95058,8966606911
1971693934,66506887,16-03-2023 16:07,16-03-2023 16:27,16-03-2023 16:27,On Time,3011.99,UPI,78553,6400341481
4339715516,95473944,02-03-2024 17:35,02-03-2024 17:48,02-03-2024 17:44,On Time,1457.11,Wallet,15805,8614132951
4718852121,73286964,18-03-2024 21:07,18-03-2024 21:17,18-03-2024 21:17,On Time,3006.44,Wallet,34293,1197782466
6809750224,94939735,25-06-2024 12:35,25-06-2024 12:48,25-06-2024 12:52,On Time,3312.47,Wallet,20589,9287164388
6685061013,5973621,13-08-2024 22:46,13-08-2024 23:02,13-08-2024 23:29,Significantly Delayed,428.87,Wallet,93271,2218381985
6316217209,14726461,13-01-2024 09:03,13-01-2024 09:19,13-01-2024 09:14,On Time,1636.02,UPI,23724,9640896409
2587448804,25719398,18-05-2023 22:03,18-05-2023 22:16,18-05-2023 22:20,On Time,495.2,Card,5569,8716027756
9967381852,58374252,31-10-2023 16:54,31-10-2023 17:06,31-10-2023 17:01,On Time,1101.77,Wallet,84551,6655277329
3347484028,56739970,18-09-2024 18:39,18-09-2024 18:49,18-09-2024 18:51,On Time,410.87,Cash,86378,258144157
6446513107,33252071,25-06-2023 08:48,25-06-2023 09:01,25-06-2023 09:01,On Time,540.29,Card,48819,6594962684
6800365941,42266555,14-07-2024 05:50,14-07-2024 06:02,14-07-2024 06:23,Significantly Delayed,1533.39,Cash,26204,9487243751
1131472283,91638517,22-11-2024 14:06,22-11-2024 14:24,22-11-2024 14:24,On Time,3611.64,Card,65339,7189162533
2373960340,12268587,07-06-2024 15:32,07-06-2024 15:45,07-06-2024 15:53,Slightly Delayed,2380.5,Cash,16889,6931314968
1429631121,55937758,06-02-2023 16:11,06-02-2023 16:21,06-02-2023 16:20,On Time,817.61,Card,8995,1206624855
2554081367,87459215,19-10-2024 20:41,19-10-2024 21:01,19-10-2024 21:03,On Time,705.02,Card,42259,8916420083
2287703952,92426927,09-09-2023 01:18,09-09-2023 01:33,09-09-2023 01:47,Slightly Delayed,3238.53,Card,61431,6451163757
2220353185,809074,23-10-2023 20:47,23-10-2023 21:06,23-10-2023 21:08,On Time,67.15,UPI,49261,2155380733
1962708092,89011635,10-05-2024 19:41,10-05-2024 19:52,10-05-2024 19:51,On Time,1044.02,Wallet,95889,3278138287
6121440680,18865619,17-12-2023 12:32,17-12-2023 12:50,17-12-2023 12:49,On Time,2332.23,Wallet,59636,4140402864
8092933515,63361285,13-02-2023 05:22,13-02-2023 05:36,13-02-2023 05:39,On Time,3787.1,UPI,21408,2117590295
705221419,51368318,01-09-2023 07:43,01-09-2023 07:57,01-09-2023 08:07,Slightly Delayed,1052.24,Cash,8166,1975620761
8996336678,72532818,13-04-2024 20:32,13-04-2024 20:45,13-04-2024 20:56,Slightly Delayed,760.86,Cash,59863,8616179566
4392772829,78744893,27-12-2024 12:14,27-12-2024 12:28,27-12-2024 12:24,On Time,1559,Wallet,27586,7672110308
2543638270,80454418,10-06-2023 07:07,10-06-2023 07:20,10-06-2023 07:38,Significantly Delayed,1489.03,Wallet,66547,3414325739
7771677084,35190793,05-12-2023 05:11,05-12-2023 05:28,05-12-2023 05:24,On Time,2813.92,UPI,15333,6624508181
6750577927,29106294,09-05-2024 14:19,09-05-2024 14:30,09-05-2024 14:25,On Time,306.56,UPI,20419,4467416679
1132579570,54705678,27-11-2023 21:57,27-11-2023 22:16,27-11-2023 22:20,On Time,2010.53,Wallet,79408,2705310565
2472188610,34847260,13-04-2024 16:20,13-04-2024 16:33,13-04-2024 16:29,On Time,2318.31,Card,64344,123178647
9821363642,80424469,11-04-2023 16:14,11-04-2023 16:31,11-04-2023 16:28,On Time,4343.91,Wallet,98957,8257507669
5748900488,34137830,11-12-2024 16:17,11-12-2024 16:32,11-12-2024 16:31,On Time,3848,Card,52011,2099350208
3752231751,87660029,15-08-2023 10:59,15-08-2023 11:16,15-08-2023 11:11,On Time,4094.93,Cash,18563,5626396217
3830308633,9110182,03-06-2023 06:39,03-06-2023 06:51,03-06-2023 06:47,On Time,2087.12,UPI,67346,3408575176
4308198512,46263828,13-05-2024 17:02,13-05-2024 17:18,13-05-2024 17:14,On Time,1819.32,Wallet,83832,9284014329
8132513668,30510151,26-09-2024 03:17,26-09-2024 03:31,26-09-2024 03:28,On Time,2737.06,Wallet,93514,6267699175
9400330139,87902013,28-04-2024 02:53,28-04-2024 03:10,28-04-2024 03:09,On Time,2382.27,Wallet,55774,4680387877
605358092,82865396,24-09-2023 14:13,24-09-2023 14:25,24-09-2023 14:28,On Time,1058.66,UPI,8522,5104514778
5794105971,26479858,14-01-2024 09:31,14-01-2024 09:45,14-01-2024 09:48,On Time,2118.75,Cash,41279,8610463163
2149274473,88375117,07-03-2024 11:47,07-03-2024 11:59,07-03-2024 11:59,On Time,4539.04,Wallet,304,3306016410
9971074980,65003204,23-04-2023 01:46,23-04-2023 02:01,23-04-2023 02:10,Slightly Delayed,3694.7,UPI,44447,4481368425
2199666117,27665869,21-12-2023 11:26,21-12-2023 11:46,21-12-2023 12:03,Significantly Delayed,1909.81,Wallet,31621,1204904018
9287149675,244126,22-08-2024 02:53,22-08-2024 03:08,22-08-2024 03:38,Significantly Delayed,1073.49,Cash,45425,2029172270
164335645,13128611,11-01-2023 19:32,11-01-2023 19:52,11-01-2023 19:53,On Time,733.9,Card,84567,3749268339
5291808572,97177591,07-05-2024 03:19,07-05-2024 03:35,07-05-2024 03:37,On Time,997.15,UPI,76519,315734443
6070695004,71470957,14-09-2023 15:39,14-09-2023 15:55,14-09-2023 16:24,Significantly Delayed,1164.8,UPI,55123,8423285462
3662188260,96776645,13-02-2024 18:55,13-02-2024 19:08,13-02-2024 19:18,Slightly Delayed,1826.69,Wallet,8707,9307285526
4705098435,18221790,24-04-2024 04:53,24-04-2024 05:11,24-04-2024 05:30,Significantly Delayed,259.48,Wallet,82382,626800792
1363811215,66562147,11-01-2024 17:54,11-01-2024 18:12,11-01-2024 18:19,Slightly Delayed,3059.33,Wallet,70073,3336711468
3156943170,36362032,11-10-2023 11:27,11-10-2023 11:46,11-10-2023 11:48,On Time,3066.53,Card,8841,9324096838
2173281027,2641576,06-04-2024 02:43,06-04-2024 02:58,06-04-2024 03:03,On Time,2909.57,UPI,47324,644821390
7757702147,83742139,15-10-2024 03:37,15-10-2024 03:48,15-10-2024 03:46,On Time,267.58,Card,82544,5605257594
3599848699,84949569,04-03-2024 18:53,04-03-2024 19:12,04-03-2024 19:14,On Time,1874.87,UPI,64969,4552802668
9135392318,38497124,26-02-2024 17:51,26-02-2024 18:01,26-02-2024 18:06,On Time,5175.24,Card,27475,5520382363
7194292341,85056433,01-05-2024 12:45,01-05-2024 13:03,01-05-2024 13:01,On Time,2991.17,UPI,60133,1728730393
1311131492,54390579,15-08-2023 05:02,15-08-2023 05:15,15-08-2023 05:30,Slightly Delayed,2413.62,Card,45374,8957242956
7626436133,88169920,03-10-2024 16:40,03-10-2024 17:00,03-10-2024 17:04,On Time,1202.31,Card,68948,7119053112
3544848585,32749991,23-05-2023 23:35,23-05-2023 23:55,24-05-2023 00:09,Slightly Delayed,1130.11,Cash,4433,1786331791
4640493180,39892272,25-10-2023 15:50,25-10-2023 16:00,25-10-2023 15:58,On Time,4951.78,Cash,12077,8218927573
232244269,15280685,02-12-2024 04:11,02-12-2024 04:24,02-12-2024 04:26,On Time,3743.22,Cash,85130,5563359892
8330770976,57261444,14-10-2024 01:11,14-10-2024 01:25,14-10-2024 01:55,Significantly Delayed,3322.72,Wallet,28959,1140849287
4155226064,7867993,03-02-2024 04:23,03-02-2024 04:39,03-02-2024 04:37,On Time,3904.66,UPI,96971,6571450094
3997170410,12680791,17-04-2024 05:06,17-04-2024 05:24,17-04-2024 05:25,On Time,2423.95,Card,43670,2234109278
1023248156,79304531,14-10-2023 11:09,14-10-2023 11:28,14-10-2023 11:29,On Time,473.97,Card,78629,1138703759
4505903008,42753483,28-01-2023 00:05,28-01-2023 00:23,28-01-2023 00:20,On Time,603.58,Cash,96476,2612326546
7039177176,42289050,07-02-2023 04:08,07-02-2023 04:24,07-02-2023 04:24,On Time,3318.27,Card,96393,2635579678
8582688738,46059275,22-03-2023 20:35,22-03-2023 20:53,22-03-2023 20:58,On Time,1774.51,Cash,30415,4714096310
104907868,57923402,06-05-2023 22:03,06-05-2023 22:15,06-05-2023 22:11,On Time,4383.14,Cash,31106,2311412123
4745936479,53695371,07-06-2023 10:39,07-06-2023 10:49,07-06-2023 11:02,Slightly Delayed,4182.53,UPI,81767,5260105456
369541970,99482703,01-02-2023 06:05,01-02-2023 06:24,01-02-2023 06:24,On Time,617.37,Cash,12981,5571640666
1713682460,58225019,20-06-2024 12:54,20-06-2024 13:12,20-06-2024 13:11,On Time,2473.03,Wallet,25085,9760492556
9239034557,45595882,05-09-2023 17:50,05-09-2023 18:07,05-09-2023 18:12,On Time,1638.48,Card,85858,1622753152
273907464,13432895,03-12-2024 20:18,03-12-2024 20:37,03-12-2024 20:34,On Time,718.03,UPI,61647,2560772652
5304349709,68814816,07-07-2023 04:48,07-07-2023 05:04,07-07-2023 05:13,Slightly Delayed,3155.09,Card,60454,5099877335
9696406540,3807790,06-11-2023 23:50,07-11-2023 00:00,07-11-2023 00:14,Slightly Delayed,4072.31,UPI,26367,5404361832
99766712,90608949,05-07-2024 21:03,05-07-2024 21:18,05-07-2024 21:31,Slightly Delayed,3505.77,Cash,74387,152967520
482912859,84155564,11-07-2023 23:59,12-07-2023 00:09,12-07-2023 00:06,On Time,1590.7,UPI,77472,1425603237
9936319349,60025642,21-05-2024 20:29,21-05-2024 20:47,21-05-2024 20:46,On Time,199.87,Card,85851,9790738736
1753273074,73668944,04-05-2024 17:42,04-05-2024 17:58,04-05-2024 18:06,Slightly Delayed,2681.9,UPI,11451,3279419532
1706944389,55233008,18-11-2024 14:49,18-11-2024 15:02,18-11-2024 14:57,On Time,1312.5,Card,48453,6303234927
7367691208,15093693,30-12-2023 07:06,30-12-2023 07:22,30-12-2023 07:26,On Time,1109.52,Card,52561,3661501651
110947056,74285684,30-03-2023 07:14,30-03-2023 07:28,30-03-2023 07:37,Slightly Delayed,2052.77,UPI,89245,890850874
1558536637,58116137,31-12-2023 18:37,31-12-2023 18:53,31-12-2023 18:55,On Time,2808.01,Card,12780,6131504852
2050897352,25955505,23-05-2023 19:15,23-05-2023 19:28,23-05-2023 19:27,On Time,974.81,Cash,66398,2960092867
7433463655,82055070,27-01-2024 15:22,27-01-2024 15:36,27-01-2024 15:39,On Time,2599.44,UPI,17495,2251315584
7225433361,35615467,31-12-2023 09:16,31-12-2023 09:29,31-12-2023 09:24,On Time,2144.93,Wallet,61754,9262998817
8217826083,72999626,06-07-2024 10:17,06-07-2024 10:33,06-07-2024 10:34,On Time,1653.3,Cash,32989,7966398648
4560620444,73017245,30-01-2024 12:48,30-01-2024 13:05,30-01-2024 13:03,On Time,417.75,UPI,51338,3346880052
8325732418,76365034,02-11-2023 22:52,02-11-2023 23:12,02-11-2023 23:11,On Time,3732.81,Wallet,76287,9408998336
8213552896,11301576,01-04-2024 14:25,01-04-2024 14:38,01-04-2024 14:43,On Time,3702.61,Cash,4417,4789476916
1218948137,93029964,29-07-2024 02:37,29-07-2024 02:47,29-07-2024 03:09,Significantly Delayed,3657.13,Card,27167,8765317242
263826296,16475905,13-06-2023 08:00,13-06-2023 08:12,13-06-2023 08:10,On Time,2212.37,Card,48949,8817924005
5176103832,27059871,26-08-2023 15:16,26-08-2023 15:33,26-08-2023 15:35,On Time,1894.66,Cash,90668,3433658981
852406521,563637,14-03-2023 02:33,14-03-2023 02:48,14-03-2023 02:45,On Time,241.51,UPI,22381,5829104164
2935505283,41668640,08-10-2023 22:10,08-10-2023 22:29,08-10-2023 22:40,Slightly Delayed,2952.96,UPI,96553,522958323
2659122258,68164754,27-07-2024 03:19,27-07-2024 03:38,27-07-2024 03:52,Slightly Delayed,780.5,UPI,46607,7989744196
5553192180,94476760,31-07-2024 08:32,31-07-2024 08:52,31-07-2024 09:07,Slightly Delayed,1881.25,Card,12041,1459043032
6200557330,68721654,11-10-2024 17:51,11-10-2024 18:06,11-10-2024 18:18,Slightly Delayed,1720.56,Card,88559,4863589692
7983601529,82014790,09-09-2023 09:04,09-09-2023 09:20,09-09-2023 09:23,On Time,2399.04,Cash,15015,7722966689
4452213733,72119702,18-04-2023 21:43,18-04-2023 21:53,18-04-2023 21:57,On Time,675.72,Card,69640,1132219678
9207501073,36239745,11-08-2024 21:30,11-08-2024 21:50,11-08-2024 21:47,On Time,2257.92,Card,52260,529345071
6306441206,33506018,24-02-2024 00:13,24-02-2024 00:32,24-02-2024 00:59,Significantly Delayed,109.79,Card,64960,4778839684
4134011236,75394743,07-10-2023 07:20,07-10-2023 07:38,07-10-2023 07:39,On Time,89.36,Wallet,74492,7634001203
7564057374,49352613,08-05-2024 00:46,08-05-2024 00:59,08-05-2024 01:20,Significantly Delayed,1120.42,Cash,45759,6426570873
1057595677,43261883,12-02-2023 21:04,12-02-2023 21:24,12-02-2023 21:28,On Time,818.71,Card,82918,3700568893
1509639715,56461668,13-01-2023 23:11,13-01-2023 23:24,13-01-2023 23:39,Slightly Delayed,513.55,UPI,43191,2820047714
5849650573,83608027,11-05-2024 07:15,11-05-2024 07:28,11-05-2024 07:36,Slightly Delayed,1687.98,Wallet,83155,8029508830
5371315509,84675110,01-05-2024 03:18,01-05-2024 03:36,01-05-2024 03:37,On Time,3311.18,UPI,40269,5626504361
7538441343,66109270,01-01-2023 05:32,01-01-2023 05:42,01-01-2023 05:39,On Time,1495.14,Cash,25508,8301868351
4348048410,50382202,31-01-2023 09:47,31-01-2023 10:03,31-01-2023 10:00,On Time,2571.57,Card,70612,5087010457
771088456,95080033,25-08-2024 01:55,25-08-2024 02:14,25-08-2024 02:19,On Time,2772.21,Wallet,32832,6741340169
9546320334,97602783,15-04-2024 09:39,15-04-2024 09:51,15-04-2024 09:52,On Time,3792.88,Wallet,76047,1957522028
813530845,31903895,15-07-2024 01:45,15-07-2024 01:58,15-07-2024 02:03,On Time,3636.96,UPI,92098,536021020
6298002827,17045151,11-12-2023 18:40,11-12-2023 18:58,11-12-2023 18:54,On Time,1354.47,Card,25924,9303364610
2176702492,26657253,05-01-2023 00:07,05-01-2023 00:17,05-01-2023 00:12,On Time,889.53,Wallet,6846,1459631134
2886051831,5119678,01-06-2023 21:17,01-06-2023 21:32,01-06-2023 21:38,Slightly Delayed,1175.27,Card,57247,2322691703
7284379014,30781286,19-06-2024 02:11,19-06-2024 02:28,19-06-2024 02:23,On Time,355.5,Wallet,87080,5547366617
4660628038,9405711,21-03-2023 16:03,21-03-2023 16:19,21-03-2023 16:28,Slightly Delayed,1487.96,Card,73037,726322723
8358331672,29977488,31-07-2023 23:31,31-07-2023 23:48,31-07-2023 23:43,On Time,1111.14,Cash,2630,7205773439
9475729307,46950668,07-04-2023 00:16,07-04-2023 00:36,07-04-2023 00:32,On Time,1714.68,UPI,77928,9908378008
3232210029,29346686,14-08-2024 18:25,14-08-2024 18:45,14-08-2024 18:50,On Time,456.67,Wallet,54095,3364551660
1535857683,47271140,14-08-2023 09:22,14-08-2023 09:39,14-08-2023 09:39,On Time,1691.51,Card,11836,2199174371
9397145159,92504598,19-08-2023 23:31,19-08-2023 23:49,19-08-2023 23:48,On Time,2073.14,Cash,31209,4536382038
4524446233,53456822,27-06-2023 14:19,27-06-2023 14:36,27-06-2023 14:51,Slightly Delayed,4157.7,Card,26967,4542643126
692731582,72140601,02-05-2024 07:12,02-05-2024 07:24,02-05-2024 07:29,On Time,710.81,Cash,5617,717611262
186887007,92057262,28-04-2024 21:22,28-04-2024 21:35,28-04-2024 21:51,Significantly Delayed,889.53,Cash,44057,7545869915
2806945299,32640322,17-06-2024 10:44,17-06-2024 10:55,17-06-2024 10:51,On Time,712.67,Card,26330,5997763579
9920711147,75274718,30-09-2024 05:57,30-09-2024 06:16,30-09-2024 06:36,Significantly Delayed,3746.52,Wallet,84108,3902475932
5272497116,74267983,24-06-2024 20:39,24-06-2024 20:53,24-06-2024 20:49,On Time,4630.36,Card,62191,5257364851
7604082909,32964497,06-12-2024 08:20,06-12-2024 08:38,06-12-2024 08:37,On Time,2146.12,UPI,80456,2307274526
8596760182,77122554,12-02-2024 22:03,12-02-2024 22:20,12-02-2024 22:31,Slightly Delayed,886.61,Cash,40860,9010091296
9321805901,59506577,01-11-2024 05:40,01-11-2024 05:54,01-11-2024 05:56,On Time,3139.7,Card,98088,6313000440
2874974086,44479545,24-06-2024 05:38,24-06-2024 05:58,24-06-2024 06:21,Significantly Delayed,4136.41,UPI,98000,7836951877
511364543,23540360,27-01-2024 20:51,27-01-2024 21:04,27-01-2024 21:01,On Time,2064.56,Card,48035,8435431670
6517598004,69275244,07-02-2023 12:16,07-02-2023 12:28,07-02-2023 12:33,On Time,1328.61,Cash,21403,2780989156
9873907008,11341180,19-06-2024 19:21,19-06-2024 19:40,19-06-2024 19:44,On Time,3539.31,Wallet,67044,6931940551
4187132576,6252077,12-11-2023 16:40,12-11-2023 17:00,12-11-2023 17:02,On Time,2165.5,Wallet,13661,8049333617
4198813140,88884777,24-12-2023 23:32,24-12-2023 23:51,24-12-2023 23:52,On Time,2004.01,Wallet,15966,471481227
2052658818,50899791,16-09-2023 23:33,16-09-2023 23:47,16-09-2023 23:49,On Time,280.32,UPI,19354,9591285322
5827249027,82447074,20-07-2024 22:12,20-07-2024 22:25,20-07-2024 22:26,On Time,1716.26,Card,15194,6153904280
7058460338,83823504,20-07-2024 22:15,20-07-2024 22:34,20-07-2024 22:37,On Time,299.68,UPI,68310,112213329
7215498361,16070942,26-02-2024 23:53,27-02-2024 00:08,27-02-2024 00:17,Slightly Delayed,2836.89,Wallet,60109,9009198659
4840329388,26077877,23-11-2023 22:12,23-11-2023 22:27,23-11-2023 22:29,On Time,1819.21,Wallet,18033,5200237431
8110747560,18620617,30-05-2024 12:42,30-05-2024 12:56,30-05-2024 12:51,On Time,2171.43,Cash,32692,1420813149
2106578399,31205383,28-05-2024 18:36,28-05-2024 18:51,28-05-2024 19:03,Slightly Delayed,1968.29,Wallet,8920,2061114981
5657664362,90334192,27-12-2023 20:45,27-12-2023 20:55,27-12-2023 20:51,On Time,119.33,Card,41624,6756446804
12167422,15127657,24-01-2024 05:58,24-01-2024 06:12,24-01-2024 06:21,Slightly Delayed,3818.55,Card,64162,7507658710
8751057119,19392921,23-02-2023 01:36,23-02-2023 01:53,23-02-2023 01:49,On Time,2607.83,Card,8212,8843216048
4927291167,84384162,21-04-2023 11:16,21-04-2023 11:30,21-04-2023 11:30,On Time,1484.98,Card,15139,9627069641
2423469646,44352806,03-03-2024 17:10,03-03-2024 17:23,03-03-2024 17:32,Slightly Delayed,4915.16,UPI,66369,5042496295
9964872481,23109811,11-05-2024 16:48,11-05-2024 17:05,11-05-2024 17:15,Slightly Delayed,2266.94,UPI,12798,335882057
1950357063,50134289,25-10-2024 14:18,25-10-2024 14:33,25-10-2024 14:30,On Time,139.75,UPI,81877,5588776460
3520309037,24538151,30-06-2023 17:00,30-06-2023 17:13,30-06-2023 17:19,Slightly Delayed,1784.93,Cash,62687,4868800240
5543770747,82903375,16-09-2024 05:51,16-09-2024 06:05,16-09-2024 06:06,On Time,3498.35,UPI,13954,625967058
3585555755,50131614,10-11-2023 03:51,10-11-2023 04:04,10-11-2023 04:06,On Time,2169.18,Card,12855,5139602346
2574418597,78011595,26-04-2023 17:08,26-04-2023 17:23,26-04-2023 17:18,On Time,3477.05,UPI,22885,779563636
6771251908,21296310,01-02-2024 09:59,01-02-2024 10:19,01-02-2024 10:34,Slightly Delayed,3290.01,Cash,4575,615300567
6567137472,82110945,10-06-2024 23:38,10-06-2024 23:58,11-06-2024 00:03,On Time,1163.94,Cash,48519,8393415194
1019462023,27900739,13-01-2024 17:53,13-01-2024 18:12,13-01-2024 18:17,On Time,796.03,UPI,92310,1962103839
5977407420,50129390,02-10-2023 02:48,02-10-2023 03:08,02-10-2023 03:07,On Time,973.53,Card,24854,6168479324
7800434262,46553352,27-09-2023 10:08,27-09-2023 10:27,27-09-2023 10:46,Significantly Delayed,37.79,Card,85227,264816843
8488131381,59719436,17-10-2024 00:33,17-10-2024 00:51,17-10-2024 00:50,On Time,4615.51,Wallet,83417,7887468587
959490270,51289084,09-03-2023 02:48,09-03-2023 03:00,09-03-2023 03:03,On Time,1947.15,Card,89272,7495958816
71266843,67695171,02-04-2024 08:28,02-04-2024 08:39,02-04-2024 08:51,Slightly Delayed,690.84,UPI,35215,4970983775
400745014,2053908,14-09-2023 22:11,14-09-2023 22:29,14-09-2023 22:34,On Time,3087.88,Wallet,32306,3301809312
4647984911,58270069,10-12-2023 03:04,10-12-2023 03:18,10-12-2023 03:16,On Time,3691.45,Cash,13294,7219302570
4404614632,97071139,12-09-2023 00:59,12-09-2023 01:13,12-09-2023 01:16,On Time,4362.55,UPI,76202,6926571052
2263962445,29792314,23-07-2024 14:27,23-07-2024 14:37,23-07-2024 14:37,On Time,3791.08,UPI,16049,6412924258
1512633069,36622388,22-06-2023 03:47,22-06-2023 03:57,22-06-2023 04:20,Significantly Delayed,3351.97,Card,60516,8200666034
6517168815,83419527,19-12-2024 13:54,19-12-2024 14:13,19-12-2024 14:08,On Time,2983.19,Cash,40316,8163636438
2219445870,63965708,03-04-2023 07:18,03-04-2023 07:29,03-04-2023 07:33,On Time,4239.13,Cash,39868,8687813605
8780768186,28014633,16-12-2023 18:27,16-12-2023 18:39,16-12-2023 18:40,On Time,1961.86,Wallet,21720,6186789480
5456614555,24263552,27-05-2024 17:03,27-05-2024 17:18,27-05-2024 17:22,On Time,3050.22,Wallet,42114,8782314706
579746023,7088891,14-10-2024 20:01,14-10-2024 20:18,14-10-2024 20:23,On Time,2119.87,Card,82677,3897100565
5383713110,95473944,25-08-2023 13:37,25-08-2023 13:52,25-08-2023 13:49,On Time,4036.19,Cash,43093,6015341913
5842951695,10971311,08-09-2023 16:32,08-09-2023 16:43,08-09-2023 17:09,Significantly Delayed,563.98,Cash,74398,7140801374
4522463908,21432921,10-12-2024 19:04,10-12-2024 19:22,10-12-2024 19:18,On Time,3778.96,Cash,30507,3403835905
1031844136,92114897,30-06-2023 07:41,30-06-2023 07:57,30-06-2023 08:19,Significantly Delayed,288.98,Cash,95646,9058669080
236832963,42072068,04-05-2024 09:03,04-05-2024 09:23,04-05-2024 09:38,Slightly Delayed,2651.44,Wallet,32618,8263852522
6947945431,15353741,04-10-2024 14:30,04-10-2024 14:48,04-10-2024 14:48,On Time,973.53,Card,36858,1368366017
1257710828,77621260,06-11-2023 08:22,06-11-2023 08:42,06-11-2023 09:11,Significantly Delayed,1840.61,Cash,2854,5971824175
